timestamp,value
3/4/2020,1723.5
3/5/2020,1715
3/6/2020,1687
3/9/2020,1643.5
3/10/2020,1689
3/11/2020,1670.5
3/12/2020,1643
3/13/2020,1677
3/16/2020,1640.5
3/17/2020,1628
3/18/2020,1602.5
3/19/2020,1581
3/20/2020,1580.5
3/23/2020,1536
3/24/2020,1532.5
3/25/2020,1507.5
3/26/2020,1507.5
3/27/2020,1506
3/30/2020,1495
3/31/2020,1489
4/1/2020,1463.5
4/2/2020,1448.5
4/3/2020,1452
4/6/2020,1424.5
4/7/2020,1455.5
4/8/2020,1421.5
4/9/2020,1428.5
4/14/2020,1456
4/15/2020,1469.5
4/16/2020,1476
4/17/2020,1482.5
4/20/2020,1451.5
4/21/2020,1443.5
4/22/2020,1461.5
4/23/2020,1473.5
4/24/2020,1473
4/27/2020,1472.5
4/28/2020,1465
4/29/2020,1464
4/30/2020,1460.5
5/1/2020,1440
5/4/2020,1437
5/5/2020,1438.5
5/6/2020,1443
5/7/2020,1450
5/11/2020,1454.5
5/12/2020,1443
5/13/2020,1439
5/14/2020,1433.5
5/15/2020,1432.5
5/18/2020,1441.5
5/19/2020,1464
5/20/2020,1454
5/21/2020,1487
5/22/2020,1473
5/26/2020,1486
5/27/2020,1504
5/28/2020,1500.5
5/29/2020,1515
6/1/2020,1511.5
6/2/2020,1499.5
6/3/2020,1526
6/4/2020,1535
6/5/2020,1553.5
6/8/2020,1569.5
6/9/2020,1565.5
6/10/2020,1613.5
6/11/2020,1582
6/12/2020,1560
6/15/2020,1546
6/16/2020,1573.5
6/17/2020,1577.5
6/18/2020,1586.5
6/19/2020,1578
6/22/2020,1573
6/23/2020,1577.5
6/24/2020,1564
6/25/2020,1543.5
6/26/2020,1582
6/29/2020,1589
6/30/2020,1602
7/1/2020,1593.5
7/2/2020,1601.5
7/3/2020,1581.5
7/6/2020,1593
7/7/2020,1596.5
7/8/2020,1619
7/9/2020,1659.5
7/10/2020,1639.5
7/13/2020,1664.5
7/14/2020,1640
7/15/2020,1651
7/16/2020,1627
7/17/2020,1618
7/20/2020,1621
7/21/2020,1646.5
7/22/2020,1651
7/23/2020,1661
7/24/2020,1654.5
7/27/2020,1661.5
7/28/2020,1671
7/29/2020,1687
7/30/2020,1681.5
7/31/2020,1685.5
8/3/2020,1679.5
8/4/2020,1709.5
8/5/2020,1739
8/6/2020,1722
8/7/2020,1744
8/10/2020,1730
8/11/2020,1749.5
8/12/2020,1754
8/13/2020,1738
8/14/2020,1730
8/17/2020,1719.5
8/18/2020,1733
8/19/2020,1746.5
8/20/2020,1755.5
8/21/2020,1722.5
8/24/2020,1735.5
8/25/2020,1733
8/26/2020,1737
8/27/2020,1738
8/28/2020,1762
9/1/2020,1781.5
9/2/2020,1778.5
9/3/2020,1743.5
9/4/2020,1753
9/7/2020,1763
9/8/2020,1744
9/9/2020,1740
9/10/2020,1743.5
9/11/2020,1746.5
9/14/2020,1749
9/15/2020,1767
9/16/2020,1759
9/17/2020,1743.5
9/18/2020,1745
9/21/2020,1752.5
9/22/2020,1744
9/23/2020,1718.5
9/24/2020,1697
9/25/2020,1708.5
9/28/2020,1737
9/29/2020,1746
9/30/2020,1737
10/1/2020,1716
10/2/2020,1705
10/5/2020,1741.5
10/6/2020,1755
10/7/2020,1745.5
10/8/2020,1786
10/9/2020,1805.5
10/12/2020,1829.5
10/13/2020,1841
10/14/2020,1836
10/15/2020,1824
10/16/2020,1865.5
10/19/2020,1848
10/20/2020,1826
10/21/2020,1842.5
10/22/2020,1828
10/23/2020,1829
10/26/2020,1822.5
10/27/2020,1808
10/28/2020,1801
10/29/2020,1786
10/30/2020,1820.5
11/2/2020,1834.5
11/3/2020,1891
11/4/2020,1877
11/5/2020,1885.5
11/6/2020,1891.5
11/9/2020,1913
11/10/2020,1880
11/11/2020,1905
11/12/2020,1904.5
11/13/2020,1918
11/16/2020,1933
11/17/2020,1944.5
11/18/2020,1978
11/19/2020,1983
11/20/2020,1984
11/23/2020,1969.5
11/24/2020,1964.5
11/25/2020,1967
11/26/2020,1961.5
11/27/2020,1975
11/30/2020,2014.5
12/1/2020,2045.5
12/2/2020,2051.5
12/3/2020,2028
12/4/2020,2027.5
12/7/2020,2004
12/8/2020,1986
12/9/2020,2010
12/10/2020,2031
12/11/2020,2022
12/14/2020,2042.5
12/15/2020,2022
12/16/2020,2029
12/17/2020,2028
12/18/2020,2049
12/21/2020,2012.5
12/22/2020,1993
12/23/2020,1999
12/24/2020,2022
12/29/2020,2000
12/30/2020,1995.5
12/31/2020,1978
1/4/2021,2013.5
1/5/2021,2027.5
1/6/2021,2062.5
1/7/2021,2008
1/8/2021,2029.5
1/11/2021,2008
1/12/2021,2025.5
1/13/2021,2009.5
1/14/2021,2010.5
1/15/2021,2000.5
1/18/2021,1979.5
1/19/2021,1951.5
1/20/2021,1976
1/21/2021,1992.5
1/22/2021,1975.5
1/25/2021,2011.5
1/26/2021,2025
1/27/2021,2003.5
1/28/2021,1979
1/29/2021,1987
2/1/2021,1985.5
2/2/2021,1958
2/3/2021,1973
2/4/2021,1979.5
2/5/2021,2007.5
2/8/2021,2025.5
2/9/2021,2045.5
2/10/2021,2070.5
2/11/2021,2075.5
2/12/2021,2076
