,timestamp,value
1015,1/8/2020,1771.5
1016,1/9/2020,1771
1017,1/10/2020,1771.5
1018,1/13/2020,1766.5
1019,1/14/2020,1767.5
1020,1/15/2020,1778.5
1021,1/16/2020,1794
1022,1/17/2020,1796
1023,1/20/2020,1807
1024,1/21/2020,1810.5
1025,1/22/2020,1807.5
1026,1/23/2020,1781.5
1027,1/24/2020,1775.5
1028,1/27/2020,1755.5
1029,1/28/2020,1744.5
1030,1/29/2020,1732.5
1031,1/30/2020,1722.5
1032,1/31/2020,1709.5
1033,2/3/2020,1694.5
1034,2/4/2020,1687
1035,2/5/2020,1688
1036,2/6/2020,1698
1037,2/7/2020,1693.5
1038,2/10/2020,1676
1039,2/11/2020,1689.5
1040,2/12/2020,1707
1041,2/13/2020,1701.5
1042,2/14/2020,1704.5
1043,2/17/2020,1678.5
1044,2/18/2020,1681
1045,2/19/2020,1686
1046,2/20/2020,1687
1047,2/21/2020,1677
1048,2/24/2020,1672.5
1049,2/25/2020,1685
1050,2/26/2020,1676.5
1051,2/27/2020,1671
1052,2/28/2020,1663
1053,3/2/2020,1684.5
1054,3/3/2020,1706
1055,3/4/2020,1723.5
1056,3/5/2020,1715
1057,3/6/2020,1687
1058,3/9/2020,1643.5
1059,3/10/2020,1689
1060,3/11/2020,1670.5
1061,3/12/2020,1643
1062,3/13/2020,1677
1063,3/16/2020,1640.5
1064,3/17/2020,1628
1065,3/18/2020,1602.5
1066,3/19/2020,1581
1067,3/20/2020,1580.5
1068,3/23/2020,1536
1069,3/24/2020,1532.5
1070,3/25/2020,1507.5
1071,3/26/2020,1507.5
1072,3/27/2020,1506
1073,3/30/2020,1495
1074,3/31/2020,1489
1075,4/1/2020,1463.5
1076,4/2/2020,1448.5
1077,4/3/2020,1452
1078,4/6/2020,1424.5
1079,4/7/2020,1455.5
1080,4/8/2020,1421.5
1081,4/9/2020,1428.5
1082,4/14/2020,1456
1083,4/15/2020,1469.5
1084,4/16/2020,1476
1085,4/17/2020,1482.5
1086,4/20/2020,1451.5
